1.0,0.072,0.3849,0.1617,0.2916,0.0922,0.1264,0.0798,0.1166,0.0936,0.0594,0.0778,0.1315,0.1088,0.0313,0.1195,0.04,0.0498,0.0871,0.2089,0.0588,0.0544,0.1137,0.068,0.0385,0.0514,0.1027,0.1118,0.0949,0.1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.072,1.0,0.0047,0.1879,0.1378,0.2807,0.2086,0.3165,0.3004,0.2299,0.2818,0.2626,0.1653,0.1493,0.0639,0.0839,0.0586,0.0546,0.3055,0.1093,0.0,0.17,0.2129,0.1342,0.0446,0.0473,0.1859,0.0468,0.2443,0.4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.3849,0.0047,1.0,0.0094,0.0504,0.0301,0.0858,0.0037,0.0455,0.0518,0.0082,0.0127,0.0416,0.0467,0.0,0.0913,0.0132,0.0329,0.0288,0.0958,0.0369,0.0121,0.0793,0.0202,0.0134,0.0,0.0432,0.051,0.0208,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1617,0.1879,0.0094,1.0,0.2453,0.2023,0.235,0.472,0.4098,0.3639,0.1101,0.2272,0.2617,0.3028,0.2025,0.1701,0.2079,0.1383,0.1416,0.1108,0.0,0.1672,0.2072,0.2721,0.0791,0.1288,0.2765,0.0742,0.3152,0.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.2916,0.1378,0.0504,0.2453,1.0,0.1303,0.3454,0.2118,0.3957,0.2147,0.1477,0.1737,0.3231,0.3032,0.139,0.365,0.051,0.0742,0.1621,0.3026,0.1753,0.0892,0.3557,0.1168,0.0388,0.1029,0.2481,0.2037,0.2319,0.4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0922,0.2807,0.0301,0.2023,0.1303,1.0,0.1498,0.2359,0.3129,0.1993,0.2907,0.328,0.342,0.1206,0.1097,0.0678,0.0739,0.1377,0.1692,0.1765,0.0357,0.0969,0.227,0.2303,0.126,0.0764,0.2303,0.1891,0.1794,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1264,0.2086,0.0858,0.235,0.3454,0.1498,1.0,0.3699,0.4718,0.3514,0.1503,0.1918,0.2612,0.4528,0.0959,0.4642,0.1126,0.064,0.2314,0.3839,0.247,0.1069,0.4089,0.2241,0.1588,0.0954,0.3744,0.2503,0.3541,0.5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0798,0.3165,0.0037,0.472,0.2118,0.2359,0.3699,1.0,0.6017,0.5658,0.0856,0.2649,0.3291,0.4928,0.2015,0.2645,0.2626,0.043,0.2041,0.1213,0.0,0.1576,0.3892,0.4231,0.0878,0.0582,0.3517,0.0576,0.5535,0.6706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1166,0.3004,0.0455,0.4098,0.3957,0.3129,0.4718,0.6017,1.0,0.6075,0.1012,0.2673,0.3711,0.579,0.1859,0.6506,0.2981,0.062,0.256,0.2961,0.1143,0.1617,0.4736,0.3903,0.0324,0.0924,0.3966,0.1702,0.4844,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0936,0.2299,0.0518,0.3639,0.2147,0.1993,0.3514,0.5658,0.6075,1.0,0.0888,0.1856,0.3328,0.5626,0.3075,0.3351,0.234,0.0,0.1987,0.0974,0.0428,0.1652,0.2721,0.4118,0.0243,0.1417,0.2791,0.0701,0.4113,0.5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
