1.0,0.6986,0.8054,0.7311,0.6628,0.648,0.7517,0.7488,0.7522,0.5958,0.8218,0.8416,0.7277,0.7385,0.6509,0.7349,0.7555,0.7094,0.6644,0.6733,0.725,0.8425,0.7337,0.8268,0.7739,0.725,0.7951,0.6614,0.6594,0.725,0.7922,0.6835,0.8086,0.7453,0.8015,0.7605,0.8033,0.7236,0.7333,0.6904,0.7312,0.7298,0.7902,0.7404,0.7401,0.7349,0.7069,0.741,0.7175,0.747,0.7037,0.7789,0.7284,0.7623,0.7404,0.7333,0.6585,0.6876,0.7738,0.8204,0.6708,0.69,0.6999,0.7207,0.62,0.7488,0.744,0.8147,0.725,0.7522,0.7227,0.7585,0.8044,0.7524,0.6751,0.6941,0.7557,0.7357,0.732,0.6716,0.7504,0.7298,0.7459,0.7005,0.7133,0.7298,0.7478,0.8149,0.844,0.6619,0.7419,0.7337,0.7435,0.7337,0.8365,0.6941,0.8137,0.692,0.7367,0.6266,0.8061,0.7298,0.6764,0.7349,0.7349,0.6672,0.7349,0.6642,0.7298,0.6856,0.7406,0.8061,0.7333,0.56,0.6999,0.4598,0.7823,0.6337,0.7349,0.6941,0.6684,0.7401,0.7349,0.7109,0.698,0.6941,0.6672,0.6418,0.7577,0.7298,0.7349,0.6371,0.7823,0.7555,0.6941,0.7504,0.7316,0.6371,0.8717,0.7349,0.7349,0.8049,0.7349,0.7349,0.7349,0.7626,0.7349,0.7809,0.7349,0.6672,0.6945,0.7126,0.7349,0.8044,0.7349,0.7298,0.7333,0.7298,0.7349,0.7109,0.7349,0.7367,0.7349,0.8198,0.6904,0.698,0.7349,0.6672,0.698,0.759,0.7453,0.7349,0.698,0.7349,0.5803,0.7349,0.7349,0.7333,0.7223,0.6672,0.7401,0.634,0.7471,0.7349,0.7298,0.7334,0.7349,0.698,0.7821,0.7401,0.7435,0.7349,0.7349,0.7333,0.7333,0.7653,0.6455,0.7349,0.6672,0.7349,0.7349,0.7349,0.7349,0.7349,0.7349,0.7555,0.8061,0.7349,0.6664,0.7349,0.7349,0.7555,0.7587,
0.6986,1.0,0.6832,0.6741,0.6834,0.6438,0.6919,0.7275,0.7351,0.3131,0.6962,0.6294,0.7767,0.7356,0.6792,0.7233,0.7266,0.7417,0.71,0.6508,0.7154,0.6472,0.7161,0.6339,0.7184,0.7241,0.6837,0.6622,0.6367,0.7414,0.7116,0.671,0.5998,0.727,0.6582,0.7241,0.6889,0.7275,0.7178,0.6796,0.7371,0.7382,0.6958,0.7246,0.7207,0.7233,0.7355,0.716,0.7281,0.7178,0.6837,0.7246,0.7154,0.7176,0.7332,0.7324,0.6698,0.7556,0.7309,0.6,0.6532,0.6757,0.6958,0.7037,0.6345,0.7275,0.687,0.5786,0.7241,0.7507,0.7011,0.6533,0.712,0.5503,0.6477,0.681,0.7315,0.7309,0.7418,0.7002,0.7241,0.7178,0.7245,0.76,0.681,0.7207,0.6784,0.6989,0.6276,0.6647,0.7284,0.7275,0.6261,0.7161,0.6352,0.6946,0.6247,0.6676,0.7622,0.2643,0.6903,0.7178,0.7636,0.7233,0.7233,0.6698,0.7233,0.6534,0.7207,0.7011,0.7011,0.6903,0.7251,0.3151,0.6931,0.1552,0.6135,0.304,0.7233,0.6946,0.6753,0.7178,0.7233,0.6852,0.6852,0.7137,0.7636,0.3298,0.6986,0.7266,0.7233,0.6346,0.6135,0.7266,0.7246,0.7178,0.7382,0.6346,0.6282,0.7233,0.7233,0.7011,0.7233,0.7233,0.7233,0.6852,0.7233,0.6097,0.7233,0.6698,0.6973,0.7039,0.7233,0.712,0.7233,0.7207,0.7324,0.7207,0.7233,0.7402,0.7233,0.6852,0.7233,0.6869,0.6904,0.6852,0.7233,0.7011,0.6962,0.7949,0.7328,0.7233,0.6962,0.7233,0.5802,0.7233,0.7233,0.7266,0.6542,0.6542,0.7324,0.3851,0.7361,0.7233,0.7207,0.6903,0.7233,0.6962,0.711,0.7178,0.7266,0.7233,0.7233,0.7178,0.7324,0.6019,0.6984,0.7233,0.6698,0.7233,0.7233,0.7233,0.7233,0.7233,0.7233,0.7266,0.6903,0.7233,0.4404,0.7233,0.7233,0.7266,0.5842,
0.8054,0.6832,1.0,0.7679,0.73,0.7303,0.7691,0.8096,0.8231,0.3647,0.8883,0.8296,0.7815,0.7897,0.7301,0.7954,0.8197,0.7731,0.7349,0.7477,0.7897,0.8572,0.7912,0.9117,0.8079,0.7897,0.846,0.7455,0.7414,0.7938,0.8242,0.7868,0.7231,0.7897,0.8819,0.8187,0.8587,0.7973,0.7904,0.7789,0.8083,0.7946,0.7769,0.7973,0.7946,0.7954,0.773,0.6911,0.7968,0.8092,0.8042,0.8137,0.7856,0.8123,0.7932,0.7946,0.7255,0.7417,0.8089,0.8456,0.7635,0.7847,0.7731,0.8,0.6946,0.8035,0.8836,0.9016,0.7938,0.8129,0.776,0.742,0.862,0.6098,0.7196,0.7652,0.8203,0.8008,0.783,0.7187,0.8187,0.7946,0.8223,0.7574,0.8003,0.7904,0.7933,0.9027,0.8144,0.7795,0.8021,0.7932,0.7263,0.8014,0.8096,0.773,0.7684,0.7289,0.773,0.5555,0.8842,0.7946,0.7246,0.7954,0.7954,0.7919,0.7954,0.7921,0.8029,0.7471,0.7471,0.8842,0.8029,0.6342,0.804,0.1878,0.8645,0.4129,0.7954,0.7808,0.8158,0.7946,0.7954,0.7572,0.773,0.773,0.7471,0.6405,0.817,0.7946,0.7954,0.7168,0.8645,0.8197,0.7574,0.7904,0.7904,0.7168,0.8848,0.7954,0.7954,0.8815,0.7954,0.7954,0.7954,0.8282,0.7954,0.8389,0.7954,0.7471,0.7921,0.7653,0.7954,0.862,0.7954,0.7904,0.7946,0.7904,0.7954,0.773,0.7954,0.773,0.7954,0.8802,0.7731,0.773,0.7954,0.7471,0.8045,0.7919,0.7897,0.7954,0.773,0.7954,0.6701,0.7954,0.7954,0.7946,0.7471,0.7359,0.7904,0.6999,0.8137,0.7954,0.7904,0.732,0.7954,0.7572,0.7808,0.7946,0.7946,0.7954,0.7954,0.7904,0.7946,0.6691,0.7491,0.7954,0.7471,0.7954,0.7954,0.7954,0.7954,0.7954,0.7954,0.8197,0.8842,0.7954,0.7458,0.7954,0.7954,0.8197,0.6501,
0.7311,0.6741,0.7679,1.0,0.8642,0.8461,0.8975,0.9283,0.9259,0.4565,0.8686,0.791,0.8266,0.9269,0.8653,0.9325,0.9336,0.8959,0.8492,0.8861,0.9348,0.8264,0.9283,0.8063,0.9217,0.9309,0.8982,0.8705,0.8308,0.9309,0.8378,0.872,0.7901,0.9269,0.8393,0.9544,0.8653,0.9244,0.9296,0.9106,0.9199,0.9296,0.8996,0.9244,0.9534,0.9325,0.9012,0.8104,0.9221,0.9296,0.9197,0.9283,0.9269,0.9465,0.9477,0.9296,0.867,0.8534,0.9259,0.7572,0.8532,0.8945,0.9106,0.8932,0.8607,0.9244,0.8424,0.7385,0.9309,0.9298,0.8944,0.8458,0.9106,0.7299,0.8454,0.9012,0.9237,0.9451,0.9244,0.8432,0.9309,0.9296,0.9237,0.8975,0.8975,0.9336,0.8536,0.8693,0.7938,0.8259,0.9269,0.9244,0.8299,0.9283,0.8277,0.8975,0.8289,0.8456,0.8991,0.3297,0.8709,0.9296,0.8658,0.9325,0.9325,0.8658,0.9325,0.865,0.9296,0.8658,0.8658,0.8709,0.9296,0.3618,0.8959,0.2592,0.7621,0.4355,0.9325,0.8975,0.8736,0.9296,0.9325,0.8991,0.9141,0.916,0.8658,0.3989,0.8587,0.9336,0.9325,0.8222,0.7621,0.9336,0.8975,0.9296,0.9296,0.8222,0.8198,0.9325,0.9325,0.8871,0.9325,0.9325,0.9325,0.8991,0.9325,0.8352,0.9325,0.8658,0.865,0.8959,0.9325,0.9106,0.9325,0.9296,0.9296,0.9296,0.9325,0.8991,0.9325,0.8991,0.9325,0.8703,0.9106,0.8991,0.9325,0.8871,0.8991,0.8658,0.9269,0.9325,0.8991,0.9325,0.7495,0.9325,0.9325,0.9296,0.8658,0.8658,0.9296,0.4998,0.9322,0.9325,0.9336,0.8468,0.9325,0.8991,0.9012,0.9296,0.9296,0.9325,0.9325,0.9296,0.9296,0.8066,0.8098,0.9325,0.8658,0.9325,0.9325,0.9325,0.9325,0.9325,0.9325,0.9336,0.8709,0.9325,0.5281,0.9325,0.9325,0.9336,0.786,
0.6628,0.6834,0.73,0.8642,1.0,0.8472,0.8982,0.9249,0.9227,0.4568,0.867,0.7669,0.8252,0.9272,0.8502,0.9325,0.9298,0.8967,0.8675,0.8659,0.9272,0.7976,0.9249,0.7779,0.9187,0.9272,0.8954,0.8647,0.8209,0.9272,0.8122,0.8873,0.78,0.9272,0.8091,0.9272,0.8469,0.9249,0.9298,0.9005,0.9206,0.9298,0.8967,0.9288,0.9298,0.9325,0.8982,0.8866,0.9266,0.9298,0.8982,0.9249,0.9512,0.9206,0.9249,0.9298,0.9913,0.8751,0.9227,0.7235,0.8549,0.8954,0.8967,0.8943,0.8272,0.9288,0.8289,0.7067,0.9272,0.9266,0.8922,0.847,0.8967,0.7343,0.8469,0.8982,0.9245,0.9266,0.9288,0.8356,0.9272,0.9298,0.9206,0.9133,0.8982,0.9298,0.8551,0.847,0.7725,0.8243,0.9272,0.9249,0.8314,0.9249,0.814,0.8982,0.8183,0.8469,0.8997,0.2827,0.8477,0.9298,0.8882,0.9325,0.9325,0.8882,0.9325,0.8659,0.9298,0.8666,0.8666,0.8477,0.9298,0.3073,0.9117,0.2606,0.7269,0.425,0.9325,0.9019,0.8889,0.9298,0.9325,0.8997,0.8997,0.8982,0.8666,0.3485,0.8469,0.9298,0.9325,0.8236,0.7269,0.9298,0.8982,0.9298,0.9338,0.8236,0.8191,0.9325,0.9325,0.8666,0.9325,0.9325,0.9325,0.8997,0.9325,0.7121,0.9325,0.8666,0.8659,0.9192,0.9325,0.8967,0.9325,0.954,0.9298,0.954,0.9325,0.8997,0.9325,0.8997,0.9325,0.8474,0.8967,0.8997,0.9325,0.8666,0.8997,0.8666,0.9272,0.9325,0.8997,0.9325,0.7479,0.9325,0.9325,0.9298,0.8666,0.8666,0.9298,0.4054,0.9288,0.9325,0.9298,0.8477,0.9325,0.9912,0.8982,0.9298,0.9298,0.9325,0.9325,0.9298,0.9298,0.8076,0.8115,0.9325,0.8666,0.9325,0.9325,0.9325,0.9325,0.9325,0.9325,0.9298,0.8477,0.9325,0.4795,0.9325,0.9325,0.9298,0.7871,
0.648,0.6438,0.7303,0.8461,0.8472,1.0,0.8796,0.9097,0.9036,0.4466,0.8322,0.7477,0.8076,0.9082,0.8322,0.9135,0.9108,0.8818,0.8524,0.8478,0.9082,0.7806,0.9059,0.7614,0.8996,0.9121,0.8804,0.99,0.8031,0.9082,0.7978,0.8925,0.7866,0.9082,0.792,0.9082,0.8322,0.9097,0.9108,0.8781,0.9016,0.9108,0.8818,0.9059,0.9108,0.9135,0.8796,0.7948,0.9036,0.9108,0.8796,0.9059,0.9082,0.9279,0.9059,0.9108,0.8466,0.8368,0.9074,0.708,0.8497,0.9774,0.9035,0.8756,0.8065,0.9059,0.8111,0.6914,0.9082,0.9036,0.8734,0.8292,0.8781,0.7159,0.8518,0.8796,0.9016,0.9036,0.9059,0.8177,0.9082,0.9383,0.9053,0.8796,0.8796,0.9108,0.837,0.8292,0.7531,0.8068,0.9082,0.9059,0.8137,0.9059,0.7936,0.8796,0.8864,0.8422,0.8811,0.2756,0.8301,0.9383,0.8486,0.9135,0.9135,0.8486,0.9135,0.8478,0.9108,0.8486,0.8486,0.8301,0.9108,0.3001,0.8781,0.2543,0.7115,0.4153,0.9135,0.8796,0.8563,0.9108,0.9135,0.8811,0.8811,0.8796,0.8486,0.3402,0.829,0.9108,0.9135,0.8252,0.7115,0.9108,0.9199,0.9108,0.9108,0.8252,0.7838,0.9135,0.9135,0.8486,0.9135,0.9135,0.9135,0.8811,0.9135,0.6966,0.9135,0.8486,0.8478,0.8927,0.9135,0.8781,0.9135,0.9108,0.9108,0.9108,0.9135,0.8811,0.9135,0.8811,0.9135,0.8297,0.8781,0.9848,0.9135,0.8486,0.8811,0.8486,0.9082,0.9135,0.8811,0.9135,0.7321,0.9135,0.9135,0.9108,0.8486,0.8486,0.9108,0.3961,0.9059,0.9135,0.9108,0.8301,0.9135,0.8811,0.8796,0.9108,0.9108,0.9135,0.9135,0.9108,0.9108,0.7907,0.8063,0.9135,0.8486,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9108,0.8301,0.9135,0.4689,0.9135,0.9135,0.9108,0.7706,
0.7517,0.6919,0.7691,0.8975,0.8982,0.8796,1.0,0.959,0.9569,0.5318,0.8833,0.8131,0.858,0.9612,0.8798,0.9662,0.9636,0.9305,0.8796,0.8986,0.9612,0.8423,0.959,0.8085,0.9533,0.9612,0.9333,0.8978,0.867,0.9612,0.8446,0.9218,0.8429,0.9612,0.8405,0.9612,0.8798,0.959,0.9636,0.9305,0.955,0.9636,0.9464,0.959,0.9636,0.9662,0.9317,0.8446,0.9569,0.9636,0.9317,0.9632,0.9612,0.955,0.959,0.9636,0.8978,0.9457,0.9611,0.7641,0.8884,0.9293,0.9305,0.9478,0.8561,0.959,0.8586,0.7352,0.9612,0.9569,0.9265,0.9014,0.9344,0.7994,0.8798,0.9317,0.955,0.9569,0.959,0.8654,0.9612,0.9636,0.955,0.9317,0.9357,0.9636,0.8883,0.8796,0.8221,0.8567,0.9612,0.9758,0.8882,0.959,0.8663,0.9317,0.8742,0.8797,0.9331,0.3263,0.8798,0.9636,0.8991,0.9662,0.9662,0.8991,0.9662,0.8986,0.9636,0.8991,0.8991,0.8798,0.9636,0.3217,0.9464,0.3346,0.7553,0.4992,0.9662,0.9317,0.9079,0.9636,0.9662,0.9331,0.9331,0.9317,0.8991,0.3807,0.8833,0.9636,0.9662,0.8556,0.7553,0.9636,0.9317,0.968,0.9636,0.8556,0.8461,0.9662,0.9662,0.8991,0.9662,0.9662,0.9662,0.9331,0.9662,0.7412,0.9662,0.8991,0.8986,0.9305,0.9662,0.9344,0.9662,0.9636,0.9636,0.9636,0.9662,0.9331,0.9662,0.9331,0.9662,0.8833,0.9305,0.9331,0.9662,0.8991,0.9331,0.8991,0.9612,0.9662,0.9331,0.9662,0.7771,0.9662,0.9662,0.9636,0.8991,0.8991,0.9636,0.4235,0.959,0.9662,0.9636,0.8798,0.9662,0.9331,0.9317,0.9636,0.9636,0.9662,0.9662,0.9636,0.9636,0.87,0.8437,0.9662,0.8991,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9636,0.8798,0.9662,0.4997,0.9662,0.9662,0.9636,0.8512,
0.7488,0.7275,0.8096,0.9283,0.9249,0.9097,0.959,1.0,0.9848,0.4938,0.9327,0.8516,0.888,0.9889,0.9102,0.9937,0.9957,0.9579,0.9365,0.9252,0.9889,0.8856,0.9868,0.8671,0.9898,0.9934,0.9609,0.9246,0.8808,0.9889,0.8949,0.9341,0.8527,0.9889,0.8982,0.9934,0.9327,0.9912,0.9957,0.9579,0.983,0.9912,0.9662,0.9868,0.9912,0.9937,0.959,0.8707,0.9848,0.9912,0.959,0.9912,0.9934,0.9916,0.9868,0.9912,0.9246,0.9154,0.9935,0.8157,0.9156,0.9609,0.9579,0.9559,0.8822,0.9868,0.9063,0.7965,0.9889,0.9892,0.9543,0.906,0.9745,0.7839,0.9252,0.959,0.9916,0.9848,0.9868,0.892,0.9934,0.9912,0.9873,0.959,0.959,0.9912,0.9152,0.9326,0.8545,0.8865,0.9889,0.9868,0.8901,0.9868,0.8898,0.959,0.891,0.9213,0.9603,0.3653,0.9331,0.9912,0.9256,0.9937,0.9937,0.9256,0.9937,0.9252,0.9912,0.9256,0.9256,0.9331,0.9912,0.3962,0.9579,0.2841,0.8197,0.4737,0.9937,0.959,0.9349,0.9912,0.9937,0.9773,0.9603,0.959,0.9256,0.438,0.9214,0.9912,0.9937,0.8815,0.8197,0.9957,0.9758,0.9912,0.9912,0.8815,0.8828,0.9937,0.9937,0.9498,0.9937,0.9937,0.9937,0.9603,0.9937,0.8024,0.9937,0.9256,0.9252,0.9579,0.9937,0.9745,0.9937,0.9912,0.9912,0.9912,0.9937,0.9603,0.9937,0.9603,0.9937,0.9329,0.9579,0.9603,0.9937,0.9256,0.9603,0.9256,0.9889,0.9937,0.9603,0.9937,0.8041,0.9937,0.9937,0.9912,0.9256,0.9256,0.9912,0.4976,0.9912,0.9937,0.9912,0.9058,0.9937,0.9603,0.9632,0.9912,0.9912,0.9937,0.9937,0.9957,0.9912,0.8636,0.8697,0.9937,0.9256,0.9937,0.9937,0.9937,0.9937,0.9937,0.9937,0.9957,0.9331,0.9937,0.5732,0.9937,0.9937,0.9957,0.842,
0.7522,0.7351,0.8231,0.9259,0.9227,0.9036,0.9569,0.9848,1.0,0.4901,0.9077,0.8166,0.9028,0.987,0.9263,0.992,0.9894,0.9557,0.9037,0.9467,0.9914,0.8521,0.9892,0.8443,0.9791,0.9914,0.9709,0.9223,0.8982,0.987,0.8715,0.9317,0.8335,0.987,0.8672,0.987,0.904,0.9848,0.9894,0.9722,0.9851,0.9894,0.9557,0.9848,0.9894,0.992,0.9611,0.8715,0.9828,0.9939,0.9569,0.9848,0.987,0.9809,0.9848,0.9894,0.9223,0.9129,0.9828,0.7733,0.913,0.9546,0.9722,0.9536,0.9012,0.9892,0.8826,0.7762,0.987,0.9871,0.9598,0.9188,0.9557,0.7848,0.904,0.9611,0.9809,0.9828,0.9848,0.8894,0.987,0.9894,0.9851,0.9569,0.9569,0.9894,0.9278,0.9112,0.8226,0.8804,0.9914,0.9848,0.8877,0.9892,0.8663,0.9569,0.8744,0.9038,0.9583,0.3067,0.9037,0.9894,0.9235,0.992,0.992,0.9235,0.992,0.9231,0.9894,0.9235,0.9235,0.9037,0.9939,0.3314,0.9557,0.2818,0.7762,0.4572,0.992,0.9569,0.9326,0.9894,0.992,0.9583,0.9751,0.9611,0.9235,0.376,0.904,0.9894,0.992,0.8792,0.7762,0.9894,0.9569,0.9894,0.9894,0.8792,0.8765,0.992,0.992,0.9235,0.992,0.992,0.992,0.9751,0.992,0.7622,0.992,0.9235,0.9467,0.9557,0.992,0.9557,0.992,0.9894,0.9894,0.9894,0.992,0.9583,0.992,0.9583,0.992,0.9036,0.9557,0.9583,0.992,0.9235,0.9583,0.9474,0.987,0.992,0.9583,0.992,0.7986,0.992,0.992,0.9894,0.9235,0.9235,0.9894,0.436,0.9892,0.992,0.9894,0.9037,0.992,0.9583,0.9569,0.9894,0.9894,0.992,0.992,0.9894,0.9894,0.8615,0.8878,0.992,0.9235,0.992,0.992,0.992,0.992,0.992,0.992,0.9894,0.9037,0.992,0.5141,0.992,0.992,0.9894,0.8398,
0.5958,0.3131,0.3647,0.4565,0.4568,0.4466,0.5318,0.4938,0.4901,1.0,0.5041,0.6681,0.4322,0.4941,0.4445,0.4986,0.498,0.4749,0.4474,0.4578,0.4941,0.6108,0.4921,0.4204,0.4882,0.4941,0.5295,0.4559,0.4263,0.4941,0.4329,0.4597,0.8534,0.4941,0.4372,0.4959,0.4533,0.4921,0.4963,0.4749,0.4883,0.4963,0.6962,0.4921,0.4963,0.4986,0.4764,0.4235,0.4901,0.4963,0.4764,0.5519,0.4941,0.4899,0.4921,0.4963,0.4559,0.4482,0.5493,0.5551,0.4475,0.4735,0.4749,0.526,0.4319,0.4921,0.4387,0.3819,0.4941,0.4918,0.4697,0.7471,0.5363,0.9195,0.4445,0.4764,0.4899,0.4901,0.4921,0.4346,0.4959,0.4963,0.4899,0.4764,0.5318,0.4963,0.4489,0.4562,0.7149,0.4329,0.4941,0.4921,0.7726,0.4921,0.7554,0.4764,0.7565,0.4452,0.4779,0.5578,0.4588,0.4963,0.4589,0.4986,0.4986,0.4589,0.4986,0.4578,0.4963,0.4589,0.4589,0.4588,0.4963,0.177,0.4749,0.9738,0.3971,0.9814,0.4986,0.4764,0.4618,0.4963,0.4986,0.4779,0.4779,0.4764,0.4589,0.4135,0.4997,0.4963,0.4986,0.4323,0.3971,0.498,0.4764,0.5557,0.4963,0.4323,0.6028,0.4986,0.4986,0.4683,0.4986,0.4986,0.4986,0.4779,0.4986,0.3831,0.4986,0.4589,0.4578,0.4749,0.4986,0.5363,0.4986,0.4963,0.4963,0.4963,0.4986,0.4779,0.4986,0.4779,0.4986,0.509,0.4749,0.4779,0.4986,0.4589,0.4779,0.4589,0.4941,0.4986,0.4779,0.4986,0.3933,0.4986,0.4986,0.4963,0.4589,0.4589,0.4963,0.2274,0.4938,0.4986,0.4963,0.4482,0.4986,0.4779,0.478,0.4963,0.4963,0.4986,0.4986,0.4963,0.4963,0.8601,0.4237,0.4986,0.4589,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.498,0.4588,0.4986,0.2681,0.4986,0.4986,0.498,0.8809,
